t,score,true_label,status,CPU / Load,Memory,Disk,Network
85,0.4052,0,NORMAL,17.5,10.8,28.7,8.4
86,0.4375,0,NORMAL,17.2,10.2,27.9,8.5
87,0.3807,0,NORMAL,17.6,9.5,28.2,8.3
88,0.3681,0,NORMAL,17.5,10.5,28.5,8.1
89,0.4144,0,NORMAL,17.4,10.5,28.2,8.9
90,0.3592,0,NORMAL,17.4,9.6,28.0,8.3
91,0.3988,0,NORMAL,17.1,10.4,28.5,8.5
92,0.3148,0,NORMAL,17.4,11.0,27.9,8.1
93,0.3641,0,NORMAL,17.6,9.4,28.0,8.0
94,0.3522,0,NORMAL,18.1,10.2,28.2,8.6
95,0.3159,0,NORMAL,17.4,10.0,27.5,7.9
96,0.4948,0,NORMAL,18.0,9.8,27.8,9.5
97,0.4153,0,NORMAL,18.1,10.6,28.7,8.6
98,0.3787,0,NORMAL,17.6,9.5,27.8,8.4
99,0.3902,0,NORMAL,18.4,10.9,28.2,8.6
100,0.3409,0,NORMAL,18.1,11.2,28.6,8.1
101,0.367,0,NORMAL,18.0,10.1,28.1,8.1
102,0.3378,0,NORMAL,18.5,10.4,28.8,8.1
103,0.3554,0,NORMAL,18.5,10.7,28.1,8.1
104,0.3223,0,NORMAL,17.8,10.3,28.1,7.9
105,0.3347,0,NORMAL,18.1,10.1,27.7,7.7
106,0.4641,0,NORMAL,17.8,10.0,27.7,8.7
107,0.341,0,NORMAL,18.0,10.4,28.2,7.9
108,0.3158,0,NORMAL,17.7,9.1,27.6,7.9
109,0.348,0,NORMAL,17.5,10.1,28.2,7.8
110,0.2864,0,NORMAL,17.6,10.8,27.5,7.9
111,0.363,0,NORMAL,17.8,9.6,27.8,8.5
112,0.3326,0,NORMAL,17.7,10.5,28.2,8.2
113,0.3649,0,NORMAL,17.7,9.6,27.8,7.9
114,0.3347,0,NORMAL,17.4,10.8,27.3,8.3
115,0.2831,0,NORMAL,17.1,10.7,27.6,7.8
116,0.4714,0,NORMAL,17.2,9.9,27.4,8.8
117,0.361,0,NORMAL,17.4,9.2,27.7,8.0
118,0.2964,0,NORMAL,17.3,10.2,27.8,7.9
119,0.3189,0,NORMAL,17.5,10.8,27.4,7.8
120,0.2853,0,NORMAL,17.6,9.8,27.3,8.1
121,0.3388,0,NORMAL,17.3,10.3,27.8,8.3
122,0.2985,0,NORMAL,17.0,10.0,27.4,8.2
123,0.3367,0,NORMAL,17.0,9.1,27.4,7.9
124,0.3357,0,NORMAL,16.9,10.4,27.8,8.0
125,0.3479,0,NORMAL,17.4,10.5,28.0,8.2
126,0.4738,0,NORMAL,17.4,10.9,28.1,8.9
127,0.3639,0,NORMAL,17.2,10.3,28.2,8.3
128,0.3459,0,NORMAL,16.9,9.0,27.4,8.2
129,0.3561,0,NORMAL,18.4,10.5,28.2,8.0
130,0.3763,0,NORMAL,18.7,10.1,27.9,8.0
131,0.361,0,NORMAL,17.7,9.6,28.4,8.2
132,0.3346,0,NORMAL,17.9,10.6,27.9,8.4
133,0.3611,0,NORMAL,17.8,10.0,28.0,8.1
134,0.3501,0,NORMAL,17.6,10.1,28.4,8.0
135,0.2855,0,NORMAL,17.8,10.0,27.8,7.5
136,0.49,0,NORMAL,17.8,10.2,28.2,9.1
137,0.4061,0,NORMAL,17.8,10.3,28.7,8.3
138,0.3845,0,NORMAL,17.7,9.3,28.0,8.3
139,0.3997,0,NORMAL,17.8,11.1,28.0,8.2
140,0.342,0,NORMAL,17.3,10.0,28.3,7.8
141,0.3855,0,NORMAL,17.6,10.0,28.1,8.8
142,0.3481,0,NORMAL,17.7,10.3,28.0,8.0
143,0.4089,0,NORMAL,17.5,10.4,28.6,8.1
144,0.3797,0,NORMAL,17.8,10.7,28.3,8.6
145,0.3296,0,NORMAL,18.1,10.7,28.2,8.0
146,0.5532,0,NORMAL,17.8,10.6,28.7,9.1
147,0.4171,0,NORMAL,17.4,11.2,27.9,8.6
148,0.3807,0,NORMAL,17.9,9.6,28.7,8.6
149,0.3997,0,NORMAL,17.7,10.6,27.9,8.0
150,0.3836,0,NORMAL,18.1,10.4,27.8,8.7
151,0.4297,0,NORMAL,17.8,9.7,28.7,8.2
152,0.4189,0,NORMAL,17.5,9.9,28.0,8.5
153,0.4454,0,NORMAL,18.2,10.0,28.6,8.1
154,0.4005,0,NORMAL,17.9,10.0,27.9,8.2
155,0.3389,0,NORMAL,17.7,10.1,28.2,7.9
156,0.5433,0,NORMAL,17.6,9.7,28.0,8.9
157,0.4428,0,NORMAL,17.7,10.2,28.3,8.8
158,0.3883,0,NORMAL,17.8,9.7,27.9,8.3
159,0.434,0,NORMAL,18.0,10.9,28.2,8.7
160,0.4206,0,NORMAL,17.9,10.5,27.8,8.8
161,0.4436,0,NORMAL,17.9,9.3,27.7,8.3
162,0.4225,0,NORMAL,17.5,10.1,28.0,8.2
163,0.4453,0,NORMAL,17.4,10.2,27.5,8.3
164,0.4287,0,NORMAL,17.9,9.9,27.7,8.6
165,0.342,0,NORMAL,18.5,10.0,28.0,7.9
166,0.5909,0,WARNING,18.4,10.8,28.3,9.5
167,0.4681,0,NORMAL,18.0,10.4,27.7,9.0
168,0.4706,0,NORMAL,17.9,9.3,28.3,8.7
169,0.5056,0,NORMAL,18.4,10.1,28.0,8.7
170,0.4453,0,NORMAL,18.3,10.9,27.9,8.5
171,0.4939,0,NORMAL,17.9,10.2,28.1,8.4
172,0.4564,0,NORMAL,18.2,10.2,27.8,8.7
173,0.4689,0,NORMAL,18.0,10.1,27.6,8.5
174,0.4589,0,NORMAL,17.8,10.6,28.3,8.6
175,0.3718,0,NORMAL,18.1,10.3,27.6,8.0
176,0.6215,0,WARNING,17.9,10.5,28.4,9.6
177,0.4962,0,NORMAL,18.1,9.5,28.2,9.1
178,0.5048,0,NORMAL,18.0,10.3,28.8,8.8
179,0.5192,0,NORMAL,18.4,10.9,28.5,9.1
180,0.4772,0,NORMAL,18.2,9.8,28.7,8.7
181,0.4979,0,NORMAL,17.8,10.8,28.9,9.0
182,0.4764,0,NORMAL,18.5,11.0,28.7,8.7
183,0.4885,0,NORMAL,18.0,10.8,28.5,8.5
184,0.4732,0,NORMAL,17.4,10.4,28.4,8.7
185,0.3441,0,NORMAL,17.6,10.5,27.9,7.9
186,0.6158,0,WARNING,17.3,10.2,28.3,9.4
187,0.5095,0,NORMAL,17.6,10.5,28.3,8.5
188,0.4869,0,NORMAL,17.7,9.8,27.9,9.2
189,0.4732,0,NORMAL,17.9,10.4,28.0,8.6
190,0.4948,0,NORMAL,18.1,10.7,28.7,8.7
191,0.4681,0,NORMAL,17.7,9.4,27.8,8.2
192,0.4715,0,NORMAL,17.8,11.2,28.1,8.5
193,0.4358,0,NORMAL,17.5,10.4,28.4,8.3
194,0.4198,0,NORMAL,17.5,10.8,28.0,8.2
195,0.3202,0,NORMAL,17.7,10.3,28.4,7.7
196,0.5748,0,NORMAL,17.8,11.1,28.6,9.3
197,0.4756,0,NORMAL,17.4,9.7,28.7,8.4
198,0.4624,0,NORMAL,17.6,10.4,28.2,8.5
199,0.4641,0,NORMAL,17.6,10.5,28.0,8.4
200,0.4015,0,NORMAL,17.6,9.6,28.4,8.5
201,0.4135,0,NORMAL,17.8,10.5,27.7,8.0
202,0.3826,0,NORMAL,17.9,10.3,28.4,8.4
203,0.4089,0,NORMAL,18.1,10.0,27.8,8.2
204,0.3826,0,NORMAL,18.7,10.7,28.4,8.2
205,0.3168,0,NORMAL,17.9,10.3,27.3,7.7
206,0.5517,0,NORMAL,17.7,10.2,28.2,9.0
207,0.3949,0,NORMAL,17.4,10.4,27.6,8.1
208,0.3481,0,NORMAL,16.9,9.2,27.1,7.9
209,0.3611,0,NORMAL,17.2,9.8,27.5,7.9
210,0.3179,0,NORMAL,17.5,10.8,27.4,8.4
211,0.3776,0,NORMAL,17.6,9.2,27.8,8.2
212,0.352,0,NORMAL,17.6,10.6,27.8,8.0
213,0.4041,0,NORMAL,17.5,9.3,27.6,8.3
214,0.3377,0,NORMAL,17.3,10.0,27.9,8.4
215,0.2494,0,NORMAL,17.4,10.5,27.3,7.1
216,0.5236,0,NORMAL,17.3,9.7,27.7,8.7
217,0.3863,0,NORMAL,17.8,9.3,28.0,8.2
218,0.3629,0,NORMAL,17.7,10.3,27.6,8.1
219,0.4078,0,NORMAL,17.6,10.5,27.7,8.4
220,0.3469,0,NORMAL,17.1,8.9,27.6,8.1
221,0.3843,0,NORMAL,17.3,10.3,27.5,8.1
222,0.3449,0,NORMAL,17.0,10.1,27.4,7.8
223,0.3619,0,NORMAL,17.1,10.0,27.7,8.5
224,0.3335,0,NORMAL,17.2,10.1,28.1,7.6
225,0.2465,0,NORMAL,16.9,8.7,27.3,7.7
226,0.5184,0,NORMAL,17.1,11.4,28.1,8.5
227,0.391,0,NORMAL,17.5,10.3,28.5,8.4
228,0.32,0,NORMAL,17.5,8.8,27.7,8.0
229,0.3806,0,NORMAL,17.7,10.6,27.8,8.5
230,0.3378,0,NORMAL,18.0,10.6,28.7,8.1
231,0.347,0,NORMAL,17.2,9.6,27.8,7.9
232,0.3127,0,NORMAL,18.0,10.0,28.0,7.9
233,0.3317,0,NORMAL,17.3,9.7,28.0,8.2
234,0.292,0,NORMAL,16.7,9.4,27.3,8.0
235,0.2241,0,NORMAL,17.2,10.3,27.3,7.5
236,0.4401,0,NORMAL,17.0,9.6,28.0,8.2
237,0.3168,0,NORMAL,17.0,9.7,27.2,7.8
238,0.257,0,NORMAL,17.1,9.2,27.1,7.9
239,0.2942,0,NORMAL,16.9,9.8,27.4,7.5
240,0.275,0,NORMAL,16.7,8.8,26.9,7.5
241,0.2729,0,NORMAL,16.7,10.1,27.4,7.8
242,0.2238,0,NORMAL,16.6,9.3,27.7,7.5
243,0.2683,0,NORMAL,16.5,9.3,26.9,7.9
244,0.2661,0,NORMAL,16.6,10.1,27.2,7.5
245,0.2167,0,NORMAL,17.6,10.3,27.8,8.0
246,0.4356,0,NORMAL,16.7,9.3,27.2,8.1
247,0.3103,0,NORMAL,17.2,9.7,27.7,8.1
248,0.3017,0,NORMAL,17.1,9.0,27.4,7.3
249,0.3448,0,NORMAL,17.0,10.5,27.8,8.2
250,0.306,0,NORMAL,16.9,10.4,27.5,7.8
251,0.3469,0,NORMAL,17.2,8.9,27.9,7.8
252,0.3028,0,NORMAL,16.8,10.6,27.3,7.6
253,0.3304,0,NORMAL,16.7,9.8,27.0,8.0
254,0.3039,0,NORMAL,16.8,8.7,27.4,7.4
255,0.2154,0,NORMAL,16.6,10.0,26.9,7.4
256,0.4835,0,NORMAL,16.8,10.3,27.7,8.7
257,0.3871,0,NORMAL,16.8,10.0,27.8,8.6
258,0.3468,0,NORMAL,17.3,9.2,27.3,7.7
259,0.3509,0,NORMAL,17.1,10.0,27.3,8.2
260,0.3039,0,NORMAL,16.7,9.7,27.5,7.8
261,0.3658,0,NORMAL,17.0,9.7,27.6,8.1
262,0.3157,0,NORMAL,16.9,10.4,27.2,7.5
263,0.3539,0,NORMAL,17.0,9.9,27.5,8.3
264,0.3039,0,NORMAL,16.8,9.7,26.9,7.6
265,0.2624,0,NORMAL,17.7,10.0,26.8,7.7
266,0.4383,0,NORMAL,17.1,9.6,27.4,8.6
267,0.3135,0,NORMAL,17.1,10.1,26.8,7.6
268,0.2797,0,NORMAL,16.6,9.8,26.6,8.2
269,0.3082,0,NORMAL,16.7,9.8,26.9,7.9
270,0.2649,0,NORMAL,16.7,8.5,27.3,7.7
271,0.2717,0,NORMAL,16.8,9.3,26.9,7.8
272,0.3365,0,NORMAL,16.6,11.3,26.5,7.2
273,0.258,0,NORMAL,16.5,9.8,27.2,7.4
274,0.2172,0,NORMAL,16.4,8.8,26.7,7.3
275,0.1586,0,NORMAL,16.2,9.2,26.4,7.6
276,0.3862,0,NORMAL,16.5,10.3,27.5,8.2
277,0.2706,0,NORMAL,16.8,9.2,26.9,7.6
278,0.2358,0,NORMAL,16.6,9.3,26.6,7.0
279,0.2718,0,NORMAL,16.5,10.0,27.1,7.9
280,0.2238,0,NORMAL,16.3,9.1,26.5,7.2
281,0.2785,0,NORMAL,16.5,9.6,26.8,7.6
282,0.2638,0,NORMAL,16.8,9.8,27.2,7.4
283,0.2393,0,NORMAL,16.5,9.7,26.4,7.5
284,0.2141,0,NORMAL,16.4,9.1,26.5,7.3
285,0.1931,0,NORMAL,16.2,9.5,26.8,7.2
286,0.2694,0,NORMAL,16.5,9.2,26.4,7.5
287,0.1479,0,NORMAL,16.3,9.4,26.3,7.0
288,0.2369,0,NORMAL,15.8,8.4,26.3,6.9
289,0.1905,0,NORMAL,16.2,10.3,26.4,7.3
290,0.1439,0,NORMAL,16.0,9.2,26.4,7.0
291,0.2213,0,NORMAL,15.7,9.0,26.2,7.2
292,0.1811,0,NORMAL,15.9,10.5,26.1,7.1
293,0.1777,0,NORMAL,15.9,9.2,26.6,7.1
294,0.273,0,NORMAL,16.2,8.7,26.4,6.9
295,0.1522,0,NORMAL,15.9,9.5,26.1,7.3
296,0.3123,0,NORMAL,15.8,8.8,26.5,7.5
297,0.273,0,NORMAL,15.8,8.4,26.3,7.4
298,0.1635,0,NORMAL,16.0,10.1,26.3,7.5
299,0.1966,0,NORMAL,16.0,9.0,26.6,7.2
300,0.1591,0,NORMAL,16.0,8.7,26.2,6.7
301,0.179,0,NORMAL,16.0,9.2,26.3,7.6
302,0.1609,0,NORMAL,16.5,9.1,26.5,6.9
303,0.1491,0,NORMAL,16.3,9.4,26.1,7.1
304,0.1886,0,NORMAL,16.4,8.5,26.0,7.0
305,0.1916,0,NORMAL,16.0,9.1,26.3,7.3
306,0.2228,0,NORMAL,17.1,9.2,26.2,6.8
307,0.295,0,NORMAL,16.6,8.3,26.1,7.1
308,0.1803,0,NORMAL,16.3,9.0,26.1,6.7
309,0.1673,0,NORMAL,15.9,8.9,25.6,7.0
310,0.1232,0,NORMAL,15.6,8.7,25.5,6.2
311,0.125,0,NORMAL,15.9,8.7,25.9,6.5
312,0.2216,0,NORMAL,15.4,8.3,25.5,6.5
313,0.1631,0,NORMAL,15.6,9.0,26.0,6.7
314,0.1094,0,NORMAL,15.5,9.0,25.8,6.2
315,0.2133,0,NORMAL,16.3,9.9,26.4,6.7
316,1.0,1,ANOMALY,16.0,7.9,26.9,20.3
317,0.1705,1,NORMAL,16.1,9.5,27.0,7.2
318,0.1387,1,NORMAL,15.9,9.5,26.5,6.6
319,0.2353,0,NORMAL,15.9,8.5,26.3,6.7
320,0.1313,0,NORMAL,15.9,9.3,26.1,6.5
321,0.1119,0,NORMAL,15.4,9.2,26.5,7.5
322,0.2711,0,NORMAL,15.8,8.5,25.9,6.2
323,0.1106,0,NORMAL,15.4,8.9,25.7,6.7
324,0.0958,0,NORMAL,15.1,8.9,25.9,6.3
325,0.1143,0,NORMAL,15.3,9.4,25.8,6.2
326,0.1885,0,NORMAL,15.2,8.6,25.8,6.9
327,0.1252,0,NORMAL,15.5,8.7,25.8,6.5
328,0.203,0,NORMAL,14.9,8.1,25.4,5.7
329,0.1798,0,NORMAL,15.2,10.0,26.0,6.4
330,0.1162,0,NORMAL,15.3,9.0,25.7,6.7
331,0.2218,0,NORMAL,15.2,7.9,25.7,6.5
332,0.1177,0,NORMAL,15.3,8.9,25.3,5.7
333,0.1186,0,NORMAL,15.6,9.1,25.5,6.4
334,0.1781,0,NORMAL,16.2,8.2,25.5,6.3
335,0.1309,0,NORMAL,15.8,9.1,25.4,6.2
336,0.0973,0,NORMAL,15.1,8.3,25.0,6.1
337,0.225,0,NORMAL,15.6,8.0,25.4,6.1
338,0.1226,0,NORMAL,15.1,8.8,25.1,5.9
339,0.1081,0,NORMAL,15.4,9.3,25.3,6.2
340,0.0767,0,NORMAL,15.5,8.7,25.2,5.9
341,0.108,0,NORMAL,15.6,9.2,25.4,6.2
342,0.1165,0,NORMAL,15.6,8.7,25.4,5.9
343,0.162,0,NORMAL,15.1,8.8,25.3,6.0
344,0.222,0,NORMAL,15.3,7.6,25.4,5.9
345,0.1617,0,NORMAL,15.1,9.2,25.5,6.3
346,0.1082,0,NORMAL,14.8,8.5,25.3,6.4
347,0.1547,0,NORMAL,14.8,8.0,25.3,5.7
348,0.119,0,NORMAL,14.7,8.8,25.1,6.0
349,0.108,0,NORMAL,14.9,9.1,25.5,6.1
350,0.1414,0,NORMAL,15.4,9.3,25.6,5.7
351,0.1349,0,NORMAL,15.2,8.6,25.6,6.6
352,0.1165,0,NORMAL,15.1,8.8,25.6,6.3
353,0.2523,0,NORMAL,15.5,8.2,26.0,6.6
354,0.2335,0,NORMAL,15.3,10.4,25.5,5.8
355,0.162,0,NORMAL,16.0,9.7,26.3,6.2
356,0.1546,0,NORMAL,15.2,8.7,25.5,7.1
357,0.1163,0,NORMAL,15.0,8.6,25.5,6.2
358,0.2219,0,NORMAL,15.4,7.9,25.7,6.2
359,0.1308,0,NORMAL,15.5,9.2,25.7,6.4
360,0.1115,0,NORMAL,15.4,10.0,25.5,6.3
361,0.1261,0,NORMAL,15.3,9.3,25.7,6.2
362,0.2219,0,NORMAL,15.2,7.5,25.2,6.3
363,0.1238,0,NORMAL,15.1,8.8,25.2,5.9
364,0.0904,0,NORMAL,15.0,8.8,25.2,5.8
365,0.1589,0,NORMAL,15.7,8.7,25.8,6.1
366,0.1702,0,NORMAL,16.1,10.0,25.8,7.3
367,0.1655,0,NORMAL,15.6,8.3,25.7,6.4
368,0.1507,0,NORMAL,16.0,9.1,26.0,6.4
369,0.1634,0,NORMAL,16.0,9.4,26.2,6.4
370,0.1311,0,NORMAL,16.0,9.3,25.8,6.6
371,0.1104,0,NORMAL,15.6,8.8,25.8,6.2
372,0.1509,0,NORMAL,15.9,9.9,26.2,6.7
373,0.1766,0,NORMAL,16.0,9.3,26.1,6.5
374,0.108,0,NORMAL,16.0,9.3,25.7,6.2
375,0.1424,0,NORMAL,15.8,9.2,25.8,6.4
376,0.1927,0,NORMAL,15.7,8.7,25.7,6.8
377,0.2208,0,NORMAL,15.6,9.9,25.7,6.0
378,0.1414,0,NORMAL,15.7,9.3,25.8,6.1
379,0.1121,0,NORMAL,15.7,9.2,25.6,6.5
380,0.229,0,NORMAL,16.0,8.3,25.7,6.4
381,0.1289,0,NORMAL,16.0,9.2,25.8,6.5
382,0.1214,0,NORMAL,16.0,9.5,26.2,6.1
383,0.1484,0,NORMAL,15.8,8.8,25.6,6.2
384,0.2711,0,NORMAL,15.9,8.3,25.7,5.8
385,0.1203,0,NORMAL,15.9,9.9,26.1,5.9
386,0.1843,0,NORMAL,15.9,8.4,25.7,6.6
387,0.1095,0,NORMAL,16.0,9.3,25.8,6.6
388,0.1525,0,NORMAL,16.1,9.7,26.1,6.2
389,0.2218,0,NORMAL,15.6,8.4,25.6,6.2
390,0.1196,0,NORMAL,15.4,9.0,25.4,6.3
391,0.1865,0,NORMAL,15.3,8.1,25.7,6.3
392,0.1098,0,NORMAL,15.5,9.1,25.5,6.3
393,0.1633,0,NORMAL,15.3,9.1,25.5,6.2
394,0.223,0,NORMAL,15.2,8.3,26.1,6.0
395,0.1433,0,NORMAL,15.5,9.8,25.6,5.7
396,0.1589,0,NORMAL,15.4,8.4,25.6,5.9
397,0.1625,0,NORMAL,16.3,9.5,25.9,6.2
398,0.1089,0,NORMAL,15.6,9.0,25.4,5.9
399,0.1185,0,NORMAL,15.6,8.9,25.2,6.3
400,0.1337,0,NORMAL,15.9,10.1,25.8,6.1
401,0.1093,0,NORMAL,15.9,8.7,25.6,5.9
402,0.1081,0,NORMAL,15.7,9.0,25.3,6.0
403,0.1449,0,NORMAL,15.8,9.0,25.5,6.1
404,0.2029,0,NORMAL,15.7,7.8,25.3,6.1
405,0.1383,0,NORMAL,15.9,9.1,25.4,6.2
406,0.1806,0,NORMAL,15.7,9.9,25.6,6.4
407,0.2618,0,NORMAL,16.1,7.9,25.6,6.0
408,0.1548,0,NORMAL,15.6,9.0,25.3,6.5
409,0.1148,0,NORMAL,15.3,8.9,25.4,6.3
410,0.1481,0,NORMAL,15.9,9.8,25.9,6.3
411,0.258,0,NORMAL,15.8,8.0,25.9,6.1
412,0.1256,0,NORMAL,16.0,9.7,26.1,6.9
413,0.1622,0,NORMAL,15.9,9.7,26.4,6.3
414,0.233,0,NORMAL,16.4,8.4,26.0,6.2
415,0.1442,0,NORMAL,16.1,9.0,25.9,6.0
416,0.1739,0,NORMAL,15.8,8.7,26.2,6.3
417,0.1244,0,NORMAL,15.7,9.6,25.7,6.1
418,0.2217,0,NORMAL,15.5,8.0,25.8,5.9
419,0.1432,0,NORMAL,15.6,10.0,26.5,6.3
420,0.1349,0,NORMAL,15.6,9.0,26.0,5.8
421,0.1162,0,NORMAL,15.2,9.0,25.5,5.9
422,0.1631,0,NORMAL,15.3,8.9,26.4,6.0
423,0.1444,0,NORMAL,15.3,8.8,25.6,5.8
424,0.1349,0,NORMAL,15.4,9.4,25.7,6.2
425,0.2674,0,NORMAL,15.5,8.0,25.7,6.4
426,0.1806,0,NORMAL,15.3,10.0,25.7,6.3
427,0.1163,0,NORMAL,15.4,8.7,25.5,6.2
428,0.2349,0,NORMAL,16.2,8.1,25.8,6.3
429,0.1909,0,NORMAL,16.8,9.0,26.2,5.9
430,0.1653,0,NORMAL,16.3,8.8,25.7,5.7
431,0.1389,0,NORMAL,16.0,8.4,25.6,5.8
432,0.1312,0,NORMAL,16.0,9.1,26.0,5.7
433,0.1492,0,NORMAL,15.9,8.8,25.4,5.9
434,0.1306,0,NORMAL,15.6,8.5,25.3,5.5
435,0.1413,0,NORMAL,15.9,9.3,25.9,5.9
436,0.1091,0,NORMAL,15.9,9.2,25.7,6.1
437,0.2407,0,NORMAL,15.9,8.3,25.7,5.8
438,0.1311,0,NORMAL,15.5,9.2,25.9,6.6
439,0.1302,0,NORMAL,15.5,9.1,25.5,6.3
440,0.2823,0,NORMAL,15.6,7.8,25.7,6.0
441,0.1365,0,NORMAL,16.0,9.7,25.9,5.9
442,0.1156,0,NORMAL,15.6,8.9,25.5,6.0
443,0.1678,0,NORMAL,16.0,9.5,25.8,6.0
444,0.2618,0,NORMAL,15.6,7.7,25.8,5.7
445,0.1377,0,NORMAL,15.6,9.0,25.3,6.4
446,0.1697,0,NORMAL,15.6,8.5,25.6,6.1
447,0.2693,0,NORMAL,15.7,7.7,25.8,5.8
448,0.1622,0,NORMAL,15.8,9.3,26.0,6.3
449,0.1282,0,NORMAL,15.9,9.3,25.6,6.9
450,0.1369,0,NORMAL,15.8,9.0,25.8,5.9
