t,score,true_label,status,CPU / Load,Memory,Disk,Network
60,0.2402,0,NORMAL,36.5,9.2,38.0,17.8
61,0.1408,0,NORMAL,37.8,9.3,37.9,17.9
62,0.1569,0,NORMAL,37.6,10.7,37.7,17.6
63,0.243,0,NORMAL,36.6,8.9,37.7,17.5
64,0.1504,0,NORMAL,37.0,9.1,37.5,17.4
65,0.1441,0,NORMAL,36.7,9.0,37.3,17.2
66,0.2214,0,NORMAL,36.4,8.9,37.2,16.9
67,0.313,0,NORMAL,36.0,8.6,37.0,16.6
68,0.1222,0,NORMAL,36.0,9.8,37.0,16.7
69,0.1219,0,NORMAL,35.2,9.5,36.8,16.6
70,0.1931,0,NORMAL,35.1,8.5,36.6,16.4
71,0.2194,0,NORMAL,35.6,8.4,36.5,16.3
72,0.1212,0,NORMAL,35.1,10.3,36.4,16.1
73,0.1454,0,NORMAL,35.4,8.2,36.2,16.1
74,0.3133,0,NORMAL,35.7,8.2,36.1,15.6
75,0.313,0,NORMAL,34.8,8.1,36.0,15.5
76,0.1175,0,NORMAL,34.8,8.1,35.9,15.5
77,0.2446,0,NORMAL,33.9,8.2,35.7,15.6
78,0.1108,0,NORMAL,33.8,9.1,35.6,15.4
79,0.1164,0,NORMAL,33.7,8.0,35.5,15.2
80,0.1354,0,NORMAL,34.1,7.8,35.4,15.2
81,0.1037,0,NORMAL,33.5,7.7,35.1,14.9
82,0.3129,0,NORMAL,33.4,9.5,35.1,14.6
83,0.3135,0,NORMAL,33.6,7.6,35.0,14.5
84,0.155,0,NORMAL,33.3,7.8,34.9,14.5
85,0.0872,0,NORMAL,33.0,7.4,34.5,14.2
86,0.1175,0,NORMAL,34.1,7.5,34.6,14.2
87,0.1961,0,NORMAL,34.3,7.3,34.7,14.2
88,0.1178,0,NORMAL,33.9,8.7,34.6,14.1
89,0.1471,0,NORMAL,33.2,7.3,34.5,14.1
90,0.313,0,NORMAL,32.8,7.2,34.2,13.6
91,0.3129,0,NORMAL,31.9,6.9,33.9,13.4
92,0.1212,0,NORMAL,32.2,8.7,33.8,13.5
93,0.0973,0,NORMAL,32.0,6.9,33.6,13.5
94,0.1419,0,NORMAL,31.2,6.7,33.5,13.2
95,0.1597,0,NORMAL,31.4,6.6,33.3,13.1
96,0.1259,0,NORMAL,31.5,6.8,33.3,13.0
97,0.1177,0,NORMAL,31.3,6.6,33.2,12.9
98,0.313,0,NORMAL,31.8,7.8,33.2,12.6
99,0.2216,0,NORMAL,31.5,6.4,33.0,12.5
100,0.1277,0,NORMAL,31.8,6.5,32.9,12.6
101,0.2047,0,NORMAL,32.0,6.3,32.8,12.5
102,0.1282,0,NORMAL,31.2,7.9,32.7,12.4
103,0.1283,0,NORMAL,30.7,6.3,32.6,12.2
104,0.1004,0,NORMAL,30.7,6.3,32.5,12.2
105,0.2274,0,NORMAL,31.3,6.2,32.3,11.9
106,0.3129,0,NORMAL,31.0,6.2,32.2,11.6
107,0.2213,0,NORMAL,30.1,6.1,32.2,11.6
108,0.1316,0,NORMAL,29.4,7.3,32.2,11.8
109,0.1327,0,NORMAL,30.1,6.2,32.0,11.6
110,0.1336,0,NORMAL,30.2,6.2,31.9,11.6
111,0.1342,0,NORMAL,29.7,6.1,31.8,11.5
112,0.1352,0,NORMAL,29.5,7.5,31.6,11.2
113,0.2224,0,NORMAL,29.7,5.8,31.6,11.0
114,0.3134,0,NORMAL,29.4,5.7,31.4,10.8
115,0.1771,0,NORMAL,29.8,5.7,31.4,10.9
116,0.1084,0,NORMAL,30.0,5.8,31.3,11.0
117,0.1369,0,NORMAL,29.6,5.7,31.4,11.0
118,0.1371,0,NORMAL,29.5,6.6,31.3,10.9
119,0.1661,0,NORMAL,29.2,5.5,31.2,10.8
120,0.138,0,NORMAL,29.3,5.5,31.1,10.7
121,0.2213,0,NORMAL,29.6,5.5,31.4,14.1
122,0.3131,0,NORMAL,28.6,7.0,30.9,10.3
123,0.1384,0,NORMAL,28.5,5.4,30.9,10.3
124,0.1395,0,NORMAL,28.1,5.4,30.7,10.3
125,0.1402,0,NORMAL,28.1,5.2,30.6,10.2
126,0.1292,0,NORMAL,28.0,5.2,30.5,10.1
127,0.2557,0,NORMAL,28.1,5.0,30.4,9.9
128,0.1318,0,NORMAL,28.4,6.4,30.3,9.8
129,0.3132,0,NORMAL,28.3,4.9,30.1,9.4
130,0.313,0,NORMAL,28.3,4.9,30.0,9.3
131,0.2242,0,NORMAL,28.2,4.8,30.0,9.5
132,0.1077,0,NORMAL,28.0,6.4,29.8,9.4
133,0.1927,0,NORMAL,28.7,4.7,29.8,9.3
134,0.1167,0,NORMAL,28.3,4.7,29.7,9.1
135,0.1413,0,NORMAL,27.9,4.6,29.5,9.0
136,0.1361,0,NORMAL,27.6,4.6,29.5,9.0
137,0.3129,0,NORMAL,27.0,4.6,29.3,8.6
138,0.3128,0,NORMAL,27.3,5.5,29.3,8.5
139,0.1892,0,NORMAL,27.1,4.4,29.2,8.7
140,0.1485,0,NORMAL,27.6,4.3,29.1,8.5
141,0.149,0,NORMAL,27.3,4.3,29.0,8.4
142,0.1325,0,NORMAL,27.1,5.9,28.9,8.4
143,0.1497,0,NORMAL,27.3,4.2,28.9,8.3
144,0.1179,0,NORMAL,27.8,4.3,28.8,8.2
145,0.3131,0,NORMAL,27.4,4.0,28.3,7.6
146,0.2213,0,NORMAL,27.0,3.9,28.2,7.5
147,0.154,0,NORMAL,27.2,3.8,28.1,7.5
148,0.1244,0,NORMAL,26.9,5.1,28.0,7.5
149,0.1398,0,NORMAL,26.6,3.8,27.9,7.3
150,0.1569,0,NORMAL,26.3,3.7,27.8,7.3
151,0.1447,0,NORMAL,26.4,3.7,27.6,7.1
152,0.2213,0,NORMAL,26.0,5.3,27.6,6.9
153,0.3135,0,NORMAL,26.5,3.6,27.6,6.8
154,0.2216,0,NORMAL,26.4,3.6,27.5,6.7
155,0.1309,0,NORMAL,26.4,3.5,27.3,6.9
156,0.1731,0,NORMAL,25.7,3.7,27.3,6.7
157,0.2003,0,NORMAL,25.9,3.4,27.1,6.7
158,0.1886,0,NORMAL,26.1,4.5,27.2,6.7
159,0.1878,0,NORMAL,27.5,3.3,27.1,6.6
160,0.2217,0,NORMAL,27.1,3.4,26.9,6.2
161,0.313,0,NORMAL,26.9,3.4,26.9,6.1
162,0.1415,0,NORMAL,26.6,4.6,26.7,6.1
163,0.1865,0,NORMAL,26.0,3.3,26.9,6.2
164,0.1884,0,NORMAL,26.8,3.2,26.7,6.2
165,0.136,0,NORMAL,26.5,3.3,26.7,6.1
166,0.1389,0,NORMAL,26.4,3.3,26.6,6.0
167,0.2351,0,NORMAL,26.4,3.0,26.5,5.9
168,0.3129,0,NORMAL,25.8,4.3,26.3,5.6
169,0.3131,0,NORMAL,25.5,3.1,26.3,5.6
170,0.1469,0,NORMAL,25.9,2.9,26.3,5.7
171,0.1914,0,NORMAL,26.2,2.9,26.4,5.6
172,0.1557,0,NORMAL,25.9,4.4,26.1,5.5
173,0.19,0,NORMAL,25.8,2.8,26.1,5.6
174,0.1901,0,NORMAL,25.7,2.9,26.1,5.4
175,0.1793,0,NORMAL,25.2,2.8,26.0,5.4
176,0.3131,0,NORMAL,25.4,2.8,25.8,5.1
177,0.313,0,NORMAL,24.9,2.6,25.9,5.0
178,0.1879,0,NORMAL,24.8,3.8,25.7,5.2
179,0.1963,0,NORMAL,25.0,2.6,25.8,5.2
180,0.1554,0,NORMAL,24.9,2.7,25.5,5.1
181,0.1959,0,NORMAL,24.6,2.7,25.9,5.1
182,0.1953,0,NORMAL,25.4,4.2,25.7,5.1
183,0.1936,0,NORMAL,24.6,2.5,25.9,8.5
184,0.222,0,NORMAL,24.3,2.7,25.4,4.7
185,0.3133,0,NORMAL,24.6,2.5,25.3,4.5
186,0.1984,0,NORMAL,24.4,2.4,25.4,4.8
187,0.1979,0,NORMAL,24.2,2.4,25.3,4.7
188,0.1669,0,NORMAL,24.3,3.8,25.3,4.7
189,0.1966,0,NORMAL,23.9,2.4,25.2,4.6
190,0.2173,0,NORMAL,23.4,2.4,25.1,4.5
191,0.1988,0,NORMAL,23.7,2.4,25.0,4.4
192,0.3131,0,NORMAL,23.7,4.0,25.0,4.1
193,0.2223,0,NORMAL,23.9,2.3,25.0,4.2
194,0.2012,0,NORMAL,23.6,2.3,25.1,4.3
195,0.2004,0,NORMAL,24.0,2.2,25.0,4.3
196,0.199,0,NORMAL,23.9,2.3,24.7,4.2
197,0.1986,0,NORMAL,23.4,2.1,24.8,4.1
198,0.1992,0,NORMAL,23.4,3.2,24.8,4.2
199,0.2218,0,NORMAL,23.0,2.1,24.7,3.9
200,0.3133,0,NORMAL,22.9,2.2,24.7,3.8
201,0.2023,0,NORMAL,23.9,2.2,24.7,3.9
202,0.1782,0,NORMAL,23.9,3.4,24.3,3.9
203,0.1993,0,NORMAL,23.2,2.1,24.6,3.9
204,0.2017,0,NORMAL,23.0,2.1,24.4,4.0
205,0.1988,0,NORMAL,23.0,2.2,24.5,3.9
206,0.1993,0,NORMAL,22.9,2.0,24.4,3.8
207,0.2217,0,NORMAL,23.4,2.0,24.3,3.6
208,0.3131,0,NORMAL,23.1,3.3,24.2,3.5
209,0.2022,0,NORMAL,22.8,1.8,24.3,3.6
210,0.2032,0,NORMAL,23.0,2.0,24.4,3.7
211,0.2023,0,NORMAL,22.8,2.0,24.3,3.6
212,0.2022,0,NORMAL,23.4,3.4,24.1,3.5
213,0.2007,0,NORMAL,23.1,1.9,24.0,3.6
214,0.21,0,NORMAL,22.5,2.0,24.1,3.5
215,0.3133,0,NORMAL,22.6,2.2,24.1,3.2
216,0.3132,0,NORMAL,22.4,1.9,24.0,3.2
217,0.2048,0,NORMAL,22.6,1.8,23.9,3.3
218,0.2045,0,NORMAL,22.4,2.8,23.8,3.3
219,0.2039,0,NORMAL,22.4,1.7,23.8,3.3
220,0.2041,0,NORMAL,22.6,1.7,23.7,3.2
221,0.2144,0,NORMAL,22.2,1.7,23.9,3.2
222,0.2055,0,NORMAL,22.3,3.3,23.8,3.2
223,0.3138,0,NORMAL,22.5,1.6,23.6,2.8
224,0.3135,0,NORMAL,22.5,1.6,23.6,2.8
225,0.2078,0,NORMAL,22.3,1.5,23.4,3.0
226,0.2073,0,NORMAL,22.3,1.6,23.3,3.1
227,0.2065,0,NORMAL,22.2,1.5,23.3,2.9
228,0.209,0,NORMAL,22.2,2.7,23.3,3.0
229,0.205,0,NORMAL,22.1,1.5,23.3,2.9
230,0.2066,0,NORMAL,22.2,1.6,23.5,2.8
231,0.3131,0,NORMAL,22.1,1.5,23.5,2.6
232,0.2216,0,NORMAL,22.0,3.0,23.3,2.6
233,0.2154,0,NORMAL,21.9,1.4,23.2,2.7
234,0.2086,0,NORMAL,22.4,1.5,23.3,2.7
235,0.2073,0,NORMAL,22.2,1.5,23.3,2.8
236,0.2067,0,NORMAL,22.2,1.5,23.0,2.7
237,0.2296,0,NORMAL,21.8,1.4,23.4,2.8
238,0.2344,0,NORMAL,21.6,2.7,23.1,2.5
239,0.5722,0,ANOMALY,21.5,1.4,23.6,2.3
240,0.2426,0,NORMAL,21.3,1.4,23.1,2.3
241,0.2051,0,NORMAL,21.7,1.4,23.0,2.6
242,0.2173,0,NORMAL,21.5,2.8,23.0,2.5
243,0.2487,0,NORMAL,21.2,1.4,22.9,2.5
244,0.3555,0,WARNING,21.4,1.5,23.1,6.4
245,0.2198,0,NORMAL,21.4,1.5,22.7,2.3
246,0.2218,0,NORMAL,21.3,1.3,22.9,2.2
247,0.3133,0,NORMAL,21.3,1.3,23.0,2.1
248,0.2221,0,NORMAL,21.2,2.4,22.8,2.2
249,0.2307,0,NORMAL,21.2,1.3,22.7,2.3
250,0.2124,0,NORMAL,21.7,1.4,22.6,2.3
251,0.211,0,NORMAL,21.4,1.4,22.3,2.2
252,0.211,0,NORMAL,21.8,3.4,22.7,2.2
253,0.2111,0,NORMAL,21.7,1.3,22.6,2.2
254,0.3136,0,NORMAL,21.5,1.3,22.6,1.9
255,0.3134,0,NORMAL,22.5,1.3,22.5,1.8
256,0.2111,0,NORMAL,22.3,1.2,22.5,2.0
257,0.2111,0,NORMAL,22.1,1.2,22.3,2.1
258,0.2111,0,NORMAL,21.8,2.2,22.2,2.0
259,0.2111,0,NORMAL,21.9,1.2,22.2,2.0
260,0.211,0,NORMAL,22.0,1.2,22.3,1.9
261,0.211,0,NORMAL,23.9,1.1,22.3,1.9
262,0.3131,0,NORMAL,22.4,2.5,22.1,1.7
263,0.3136,0,NORMAL,22.0,1.1,22.3,1.7
264,0.224,0,NORMAL,21.8,1.2,22.1,1.9
265,0.2431,0,NORMAL,21.5,1.0,22.1,1.8
266,0.2359,0,NORMAL,21.4,1.1,22.2,1.9
267,0.2153,0,NORMAL,21.6,1.1,22.1,1.8
268,0.214,0,NORMAL,21.6,2.2,22.4,1.9
269,0.2421,0,NORMAL,21.2,1.1,22.0,1.7
270,0.3133,0,NORMAL,21.3,1.0,21.8,1.5
271,0.3132,0,NORMAL,21.4,1.0,22.1,1.5
272,0.2142,0,NORMAL,21.5,3.0,22.0,1.8
273,0.2116,0,NORMAL,21.6,1.0,22.1,1.6
274,0.2337,0,NORMAL,21.1,1.1,21.8,1.6
275,0.2118,0,NORMAL,21.8,0.9,21.6,1.7
276,0.2129,0,NORMAL,21.6,1.1,21.6,1.6
277,0.2309,0,NORMAL,21.1,1.0,21.4,1.5
278,0.3132,0,NORMAL,21.3,2.2,21.7,1.3
279,0.2218,0,NORMAL,21.3,1.0,21.9,1.4
280,0.2297,0,NORMAL,21.2,1.1,21.7,1.5
281,0.2427,0,NORMAL,21.0,0.9,21.7,1.6
282,0.2343,0,NORMAL,21.0,2.3,21.3,1.4
283,0.2216,0,NORMAL,21.2,1.0,21.7,1.4
284,0.2216,0,NORMAL,21.7,1.1,21.5,1.5
285,0.2218,0,NORMAL,21.8,0.9,21.6,1.3
286,0.3132,0,NORMAL,21.3,0.9,21.7,1.2
287,0.2217,0,NORMAL,21.2,0.9,21.2,1.3
288,0.2216,0,NORMAL,21.5,1.9,21.3,1.3
289,0.2217,0,NORMAL,21.7,0.9,21.6,1.4
290,0.2217,0,NORMAL,21.6,0.9,21.6,1.4
291,0.2217,0,NORMAL,21.7,0.9,21.6,1.3
292,0.2217,0,NORMAL,21.5,3.0,21.2,1.3
293,0.2223,0,NORMAL,21.5,0.8,21.4,1.1
294,0.3135,0,NORMAL,21.3,0.9,21.3,1.0
295,0.2378,0,NORMAL,21.2,0.8,21.5,1.2
296,0.2341,0,NORMAL,21.1,0.8,21.4,1.3
297,0.2317,0,NORMAL,21.1,0.8,21.2,1.2
298,0.2423,0,NORMAL,20.9,1.7,21.3,1.2
299,0.2218,0,NORMAL,21.3,0.6,21.3,1.3
300,0.2225,0,NORMAL,21.4,0.8,20.8,1.2
301,0.3132,0,NORMAL,21.6,0.7,21.1,0.9
302,0.3132,0,NORMAL,21.8,2.0,21.4,0.9
303,0.2232,0,NORMAL,21.5,0.7,21.1,1.1
304,0.2237,0,NORMAL,21.4,0.8,21.1,1.2
305,0.2267,0,NORMAL,21.2,0.6,20.7,1.2
306,0.2239,0,NORMAL,21.3,0.7,20.9,1.1
307,0.3581,0,WARNING,21.3,0.8,21.2,1.1
308,0.2247,0,NORMAL,21.3,1.9,21.2,1.0
309,0.3135,0,NORMAL,21.1,0.6,21.3,0.8
310,0.3134,0,NORMAL,21.3,0.7,21.2,0.8
311,0.2327,0,NORMAL,21.1,0.6,21.0,1.0
312,0.2278,0,NORMAL,21.1,2.3,20.8,1.1
313,0.227,0,NORMAL,21.3,0.6,21.0,1.0
314,0.227,0,NORMAL,21.4,0.6,21.3,1.0
315,0.2338,0,NORMAL,21.0,0.6,20.9,1.0
316,0.2322,0,NORMAL,21.3,0.7,21.2,0.9
317,0.3132,0,NORMAL,21.0,0.7,20.8,0.7
318,0.2278,0,NORMAL,21.2,1.8,20.8,0.7
319,0.2422,0,NORMAL,20.8,0.7,21.0,0.9
320,0.2515,0,NORMAL,20.6,0.6,21.1,0.9
321,0.2288,0,NORMAL,21.0,0.6,21.0,1.0
322,0.2321,0,NORMAL,21.0,2.0,20.8,0.9
323,0.2322,0,NORMAL,21.2,0.5,20.5,1.0
324,0.229,0,NORMAL,21.2,0.7,20.9,0.7
325,0.3132,0,NORMAL,21.2,0.7,21.1,0.6
326,0.2322,0,NORMAL,21.0,0.6,20.8,0.7
327,0.2322,0,NORMAL,21.2,0.6,20.5,0.9
328,0.2322,0,NORMAL,21.1,1.7,20.7,0.8
329,0.2322,0,NORMAL,21.1,0.5,20.6,0.8
330,0.2359,0,NORMAL,20.8,0.5,20.8,0.9
331,0.2312,0,NORMAL,21.1,0.7,21.1,0.8
332,0.2301,0,NORMAL,21.3,2.1,20.7,0.7
333,0.3138,0,NORMAL,21.0,0.6,20.6,0.5
334,0.2467,0,NORMAL,20.7,0.6,20.8,0.7
335,0.2466,0,NORMAL,20.6,0.6,20.6,0.8
336,0.2321,0,NORMAL,20.8,0.7,20.8,0.8
337,0.2321,0,NORMAL,21.5,0.5,20.4,0.8
338,0.2323,0,NORMAL,21.5,1.7,20.7,0.7
339,0.2323,0,NORMAL,21.1,0.6,21.0,0.8
340,0.3133,0,NORMAL,20.8,0.6,20.4,0.5
341,0.3132,0,NORMAL,21.2,0.5,20.8,0.5
342,0.233,0,NORMAL,21.2,2.0,20.3,0.7
343,0.2326,0,NORMAL,21.6,0.6,20.8,0.7
344,0.2337,0,NORMAL,21.4,0.5,20.4,0.7
345,0.2418,0,NORMAL,20.9,0.4,20.3,0.8
346,0.2499,0,NORMAL,20.7,0.6,20.5,0.7
347,0.233,0,NORMAL,20.9,0.5,20.4,0.7
348,0.3132,0,NORMAL,20.8,1.8,20.7,0.5
349,0.3134,0,NORMAL,20.8,0.6,20.5,0.4
350,0.2335,0,NORMAL,20.9,0.5,20.6,0.7
351,0.2464,0,NORMAL,20.6,0.4,20.6,0.7
352,0.2546,0,NORMAL,20.5,2.4,20.5,0.7
353,0.2444,0,NORMAL,20.6,0.5,20.6,0.7
354,0.2338,0,NORMAL,20.8,0.5,20.5,0.7
355,0.2341,0,NORMAL,20.8,0.5,20.2,0.6
356,0.3131,0,NORMAL,21.3,0.6,20.4,0.4
357,0.3131,0,NORMAL,21.0,0.5,20.2,0.4
358,0.2333,0,NORMAL,20.9,1.6,20.5,0.8
359,0.2465,0,NORMAL,20.7,0.5,20.6,0.7
360,0.234,0,NORMAL,21.0,0.6,20.5,0.7
361,0.2405,0,NORMAL,20.7,0.4,20.5,0.7
362,0.2545,0,NORMAL,20.5,1.9,20.6,0.7
363,0.2431,0,NORMAL,20.6,0.4,20.9,0.6
364,0.3135,0,NORMAL,20.5,0.5,20.6,0.4
365,0.2337,0,NORMAL,20.8,0.4,20.7,0.5
366,0.2333,0,NORMAL,20.8,0.5,20.6,0.7
367,0.234,0,NORMAL,20.7,0.5,20.4,0.8
368,0.2336,0,NORMAL,21.0,1.6,20.4,0.7
369,0.2335,0,NORMAL,21.0,0.4,20.6,0.8
370,0.3605,0,WARNING,21.4,0.6,20.7,0.8
371,0.2332,0,NORMAL,21.0,0.5,20.3,0.5
372,0.3133,0,NORMAL,20.9,1.8,20.5,0.4
373,0.2338,0,NORMAL,20.9,0.5,20.8,0.6
374,0.2477,0,NORMAL,20.6,0.5,20.2,0.7
375,0.244,0,NORMAL,20.6,0.4,20.2,0.7
376,0.2356,0,NORMAL,20.7,0.5,20.6,0.8
377,0.2333,0,NORMAL,20.8,0.6,20.6,0.7
378,0.2332,0,NORMAL,21.1,1.5,20.7,0.8
379,0.3134,0,NORMAL,20.7,0.5,20.3,0.5
380,0.3132,0,NORMAL,20.9,0.6,20.4,0.5
381,0.2332,0,NORMAL,21.1,0.6,20.6,0.6
382,0.233,0,NORMAL,21.5,2.0,20.6,0.8
383,0.2328,0,NORMAL,21.4,0.6,20.5,0.7
384,0.2328,0,NORMAL,21.5,0.6,20.7,0.7
385,0.2322,0,NORMAL,21.1,0.7,20.6,0.9
386,0.2327,0,NORMAL,21.1,0.5,20.6,0.7
387,0.3131,0,NORMAL,21.3,0.6,20.4,0.5
388,0.3132,0,NORMAL,21.1,1.7,20.5,0.6
389,0.2322,0,NORMAL,21.3,0.6,20.8,0.8
390,0.2322,0,NORMAL,21.3,0.6,20.5,0.8
391,0.2465,0,NORMAL,20.8,0.6,20.4,0.9
392,0.2322,0,NORMAL,20.9,2.0,20.3,0.8
393,0.2322,0,NORMAL,21.0,0.6,20.3,0.8
394,0.2347,0,NORMAL,20.9,0.7,20.8,0.9
395,0.3133,0,NORMAL,20.9,0.5,20.7,0.6
396,0.3132,0,NORMAL,20.9,0.6,20.7,0.7
397,0.2321,0,NORMAL,21.2,0.6,21.0,0.9
398,0.2322,0,NORMAL,21.6,1.6,20.7,0.9
399,0.2323,0,NORMAL,21.1,0.6,20.4,0.9
400,0.2322,0,NORMAL,21.1,0.6,20.9,1.0
401,0.2285,0,NORMAL,21.4,0.7,21.0,1.0
402,0.2322,0,NORMAL,21.4,1.9,20.9,0.9
403,0.3138,0,NORMAL,21.1,0.6,20.7,0.8
404,0.2322,0,NORMAL,21.2,0.7,20.8,0.9
405,0.2272,0,NORMAL,21.5,0.6,20.8,1.0
406,0.2269,0,NORMAL,21.5,0.7,21.0,1.1
407,0.2323,0,NORMAL,21.1,0.7,20.9,1.1
408,0.2467,0,NORMAL,21.0,1.7,21.3,1.1
409,0.2256,0,NORMAL,21.2,0.6,20.7,1.2
410,0.2245,0,NORMAL,21.3,0.7,21.2,1.0
411,0.3131,0,NORMAL,21.1,0.7,21.2,0.9
412,0.2325,0,NORMAL,21.1,2.2,21.2,1.1
413,0.2237,0,NORMAL,21.2,0.7,21.0,1.3
414,0.2225,0,NORMAL,21.2,0.7,21.1,1.3
415,0.2223,0,NORMAL,21.2,0.7,21.1,1.3
416,0.2215,0,NORMAL,21.6,0.7,21.1,1.4
417,0.2266,0,NORMAL,21.1,0.7,21.1,1.4
418,0.2216,0,NORMAL,21.5,1.9,21.0,1.2
419,0.3134,0,NORMAL,21.3,0.8,21.1,1.2
420,0.2188,0,NORMAL,21.6,1.0,21.2,1.4
421,0.2244,0,NORMAL,21.4,0.7,21.4,1.5
422,0.2188,0,NORMAL,21.5,2.4,21.1,1.6
423,0.2217,0,NORMAL,21.4,0.8,21.1,1.5
424,0.2216,0,NORMAL,21.8,1.0,21.5,1.6
425,0.2217,0,NORMAL,22.1,0.8,21.4,1.7
426,0.3132,0,NORMAL,21.9,0.9,21.3,1.4
427,0.3131,0,NORMAL,21.7,0.9,21.6,1.4
428,0.2217,0,NORMAL,21.8,2.0,21.5,1.7
429,0.2133,0,NORMAL,22.2,0.9,21.7,1.7
430,0.212,0,NORMAL,21.9,1.0,21.8,1.9
431,0.2111,0,NORMAL,22.1,0.9,21.6,1.9
432,0.3547,0,WARNING,22.0,2.4,22.1,5.7
433,0.2114,0,NORMAL,21.9,1.1,21.8,1.9
434,0.3137,0,NORMAL,22.1,1.0,22.1,1.7
435,0.3134,0,NORMAL,21.7,1.1,22.0,1.8
436,0.211,0,NORMAL,22.3,1.1,21.9,2.0
437,0.211,0,NORMAL,21.9,1.0,22.0,2.2
438,0.211,0,NORMAL,21.9,2.2,22.0,2.1
439,0.211,0,NORMAL,22.0,1.1,21.8,2.2
440,0.211,0,NORMAL,21.8,1.1,21.9,2.3
441,0.211,0,NORMAL,22.1,1.1,22.3,2.2
442,0.3131,0,NORMAL,21.8,2.8,22.3,2.1
443,0.3137,0,NORMAL,21.8,1.1,22.2,2.1
444,0.2168,0,NORMAL,21.8,1.3,22.3,2.5
445,0.2302,0,NORMAL,21.6,1.2,22.1,2.6
446,0.208,0,NORMAL,22.3,1.3,22.5,2.7
447,0.2071,0,NORMAL,22.0,2.3,22.6,2.7
448,0.2353,0,NORMAL,21.5,2.4,22.4,2.8
449,0.2072,0,NORMAL,22.0,1.3,22.4,2.7
450,0.3133,0,NORMAL,22.1,1.3,22.7,2.6
